a;b;c;d;e;t
216369925.42; 25658.55; 1726.58; 569.53; 7901; 1
603386938.20; 100918.38; 5536.62; 215.46; 5668; 3
824926219.53; 90492.42; 3132.17; 927.52; 8811; 2
-13886449.01; 3958.68; -1618.53; 606.90; -5934; 0
-41156579.20; 17124.05; 608.21; 500.67; -2321; 0
895496517.28; 98709.37; -562.01; 623.62; 9124; 0
-500878471.90; 74189.28; -2275.65; 794.22; -6965; 1
-713439328.72; 92178.69; 307.61; 338.15; -7714; 0
12758185.69; 45338.02; -2668.50; 290.99; 299; 0
-264259730.93; 44530.11; 6455.76; 85.20; -5183; -3
-129035908.08; 24341.30; 4257.08; 875.62; -4512; -1
-441791677.58; 64790.75; -1113.66; 128.94; -6938; 0
-365983056.31; 69091.71; 6197.95; 27.37; -4861; -3
396615994.42; 67363.85; 4932.17; 570.20; 5486; 2
78926794.22; 18694.95; 1736.52; 685.74; 3863; 0
714586715.54; 102592.57; -1016.64; 689.79; 7035; 0
-434112176.90; 62709.06; -2905.76; 644.06; -7259; 2
563009753.84; 109284.87; -1799.23; 500.36; 5238; 0
158729677.74; 89518.89; 2020.71; 491.27; 1734; 0
105036117.50; 35185.13; -1335.27; 378.81; 3103; 0
-414666087.50; 107390.90; 6842.18; 275.57; -3630; -2
91545586.95; 13184.19; 6630.87; 705.23; 4620; 3
-36218908.94; 108019.93; 5164.16; 88.81; -320; 0
-314422836.95; 33253.83; -267.80; 277.35; -9532; 0
-438629459.44; 55575.19; 5168.40; 695.56; -7221; -3
-567190517.31; 65495.67; 2123.61; 18.46; -8388; -1
169157596.53; 72600.08; -2117.74; 420.41; 2400; 0
-161736260.86; 21001.97; -947.88; 234.55; -8065; 0
363060876.70; 104526.34; 769.74; 451.93; 3448; 0
-167203386.36; 83974.55; 1947.03; 223.76; -1946; 0
10516107.34; 13720.23; 4410.99; 230.55; 580; 0
-212782198.54; 18870.80; 3539.12; 768.41; -9495; -3
-170178796.48; 18780.72; 2252.37; 760.50; -8091; -1
-795627987.84; 82522.26; -2317.83; 190.74; -9920; 2
-144107380.58; 49075.57; -1966.26; 254.13; -3059; 0
1032530416.46; 120203.64; -2038.11; 196.69; 8738; -1
-113179540.04; 31326.80; 6703.96; 632.68; -2976; -1
176383967.89; 79488.40; -2999.26; 407.91; 2306; 0
214630191.66; 25414.30; -463.10; 842.01; 8602; 0
78785085.86; 23658.22; 6690.43; 692.32; 2596; 1
66357851.33; 95318.03; 5683.27; 110.46; 657; 0
-253026840.17; 36708.97; 1558.85; 291.51; -6612; -1
30176779.05; 81829.44; -270.58; 30.67; 370; 0
245163882.74; 57210.97; 501.81; 995.80; 4248; 0
-527485369.15; 106470.15; -2614.00; 995.66; -5079; 1
-488011234.49; 61916.94; 2506.99; 820.56; -7575; -1
-180189933.53; 108789.74; 4323.85; 423.52; -1593; 0
1904025.25; 1444.56; 663.99; 775.26; 903; 0
253592929.37; 30071.70; -2590.89; 485.42; 9228; -2
-132337329.48; 53990.69; 68.68; 843.82; -2448; 0
109820160.51; 82000.53; 2476.51; 618.44; 1300; 0
501094976.87; 113961.75; 4054.02; 509.88; 4246; 1
-8810277.62; 661.52; -2365.30; 970.26; 5171; -1
-92955076.51; 40129.57; 2218.99; 703.18; -2195; 0
-1019849377.11; 109917.98; -1917.41; 881.73; -9443; 1
-118265585.59; 27016.67; -1261.97; 52.48; -4592; 0
-123800442.66; 97270.76; -2258.91; 842.28; -1303; 0
-841396577.07; 113076.89; 1852.29; 835.54; -7321; -1
67347127.28; 52164.11; 2235.83; 958.17; 1238; 0
-71823999.89; 15951.24; 1928.77; 540.62; -4017; 0
82416269.25; 32839.82; 2776.54; 384.59; 2314; 0
288223250.51; 42141.02; 2406.62; 863.58; 6470; 1
-1196063833.88; 121818.07; 2953.87; 564.59; -9586; -2
660258823.25; 97924.43; 1812.55; 358.30; 6620; 1
-35919927.92; 96084.16; -1806.13; 378.73; -381; 0
168150364.16; 32175.68; 627.74; 16.87; 5126; 0
148340735.19; 28137.36; 6873.43; 851.69; 4237; 2
-589680974.21; 87259.24; 3391.18; 40.26; -6505; -2
-74725980.76; 97818.54; 3711.32; 714.03; -736; 0
-5819720.41; 5988.31; -2395.89; 796.91; -1620; 0
-192479367.46; 45043.30; -2515.82; 613.30; -4526; 1
289383043.30; 36239.26; 620.13; 438.45; 7851; 0
-174637203.37; 75823.05; 205.34; 653.99; -2297; 0
38051090.47; 17133.78; -1513.46; 666.39; 2436; 0
-340923408.60; 89012.09; 2535.54; 300.33; -3724; 0
1096331014.51; 122751.59; 3379.45; 966.52; 8692; 2
771451073.30; 86180.03; 6420.03; 158.38; 8331; 5
-113194247.01; 53022.54; 1189.27; 966.49; -2088; 0
85791186.20; 16495.15; -50.60; 186.35; 5217; 0
519554772.11; 81584.96; 234.69; 614.33; 6350; 0
-605920149.26; 81186.69; 177.63; 144.43; -7447; 0
118286771.23; 50359.47; -2118.53; 731.41; 2452; 0
494248557.25; 61968.15; 5112.28; 680.99; 7368; 3
349093788.76; 73364.39; 4785.11; 878.27; 4467; 2
-592141366.84; 117312.47; 3212.94; 673.06; -4913; -1
-223098911.57; 47226.66; -2846.53; 447.49; -5027; 1
-1044994455.84; 120057.44; 4361.47; 750.01; -8399; -3
-946643175.20; 122773.35; 6620.19; 758.26; -7316; -4
-305354733.51; 34011.46; -1461.12; 643.22; -9381; 1
-36320650.14; 2362.25; 6016.22; 513.90; -4335; -2
552812813.05; 61046.57; 3807.11; 345.09; 8524; 3
63223968.55; 6462.31; 64.37; 172.60; 9687; 0
110042597.38; 70657.24; -1621.74; 552.21; 1594; 0
609592240.42; 68090.15; 3889.10; 314.78; 8469; 3
-128229254.44; 65167.45; -1084.86; 990.42; -2001; 0
-43896875.92; 7746.74; -2645.42; 409.49; -8605; 2
804122659.40; 82362.05; 3356.18; 70.00; 9381; 3
185844381.68; 79233.41; 1674.03; 969.25; 2297; 0
-106967486.12; 21314.96; -1109.54; 649.27; -5294; 0
-974207652.49; 99676.75; 3044.43; 578.86; -9484; -2
272212654.60; 110410.62; -2088.83; 73.99; 2513; 0
40976719.59; 23247.37; 3499.84; 300.62; 1532; 0
560278849.43; 105548.92; 383.93; 282.65; 5289; 0
951358256.61; 116202.74; 6252.95; 916.79; 7769; 4
227890478.68; 43344.71; 4053.47; 618.80; 4808; 1
-693088929.61; 84306.32; 3315.54; 111.05; -7910; -2
170974685.99; 24641.58; 4954.18; 501.68; 5777; 2
58631050.07; 76489.92; 757.84; 771.80; 759; 0
-405586947.60; 61722.91; -2599.45; 249.39; -6860; 1
50930374.88; 37511.59; 6622.19; 359.55; 1154; 0
-97430074.25; 46727.36; 4309.87; 482.43; -1909; 0
5650255.98; 57296.33; 1560.50; 156.18; 96; 0
-425308791.60; 72861.24; 2588.26; 270.02; -5637; -1
238639928.78; 34115.51; 4244.87; 440.21; 6221; 2
-209953710.13; 22814.56; -1154.22; 779.23; -9693; 1
222856866.72; 42471.66; -948.11; 750.63; 5367; 0
-269751528.73; 24688.65; 4363.75; 32.02; -9285; -4
4697664.49; 19373.21; 1979.81; 580.00; 220; 0
52628687.36; 13250.80; 2124.22; 0.29; 3423; 0
829688997.77; 104584.13; 1704.49; 454.98; 7806; 1
359146066.95; 30256.50; 6772.69; 340.21; 9699; 6
-839379970.49; 121732.28; 2934.28; 707.07; -6733; -1
-33292078.95; 10382.12; 5073.82; 127.78; -2154; -1
-42430800.86; 9011.58; 1687.06; 387.47; -3966; 0
-336568089.50; 77984.41; -183.18; 135.02; -4326; 0
111982362.37; 93587.03; 6130.12; 579.34; 1123; 0
-223818933.73; 103176.59; 6862.22; 849.31; -2034; -1
780317749.52; 116425.94; -2792.95; 622.88; 6867; -1
-137959961.46; 71575.58; 2756.29; 837.37; -1856; 0
-124149640.61; 69046.30; 6608.56; 341.64; -1641; -1
-734901415.49; 97495.75; -1228.87; 189.31; -7634; 0
29199164.33; 8338.96; 6964.58; 981.79; 1908; 1
-153729434.65; 32501.43; 744.55; 298.17; -4624; 0
409499574.27; 102567.91; 2891.67; 677.34; 3883; 1
-165988224.10; 88502.12; -863.15; 328.78; -1894; 0
370072681.85; 122962.60; -1428.06; 19.70; 3045; 0
864151407.80; 91111.56; 1153.16; 339.47; 9366; 1
-143462458.25; 27779.48; -1123.50; 999.51; -5382; 0
46575660.98; 116615.21; 5630.62; 850.58; 381; 0
721264552.08; 100119.61; 3391.38; 490.46; 6968; 2
15263148.11; 17367.38; -120.88; 243.51; 885; 0
-255166951.14; 49777.38; 2856.07; 388.95; -4848; -1
402721440.39; 95987.66; -2178.80; 39.40; 4293; 0
-862591840.43; 110123.76; -99.29; 571.02; -7840; 0
89704506.92; 80657.85; 3021.72; 4.63; 1072; 0
189861877.86; 65074.40; 282.53; 881.90; 2905; 0
-498371045.45; 112309.21; 3241.70; 352.22; -4313; -1
-69245269.63; 55859.58; -1076.93; 918.00; -1264; 0
-364469004.21; 52619.56; -2306.34; 25.15; -7244; 1
-300714568.76; 35935.56; 5252.57; 802.77; -7301; -3
-250928519.67; 83906.42; 3342.72; 573.76; -2876; 0
134018316.33; 19043.05; 808.57; 303.46; 6751; 0
510152154.74; 74809.03; 5164.66; 678.40; 6379; 3
-313131884.65; 72997.40; 1932.46; 43.57; -4179; 0
-282395177.84; 76700.12; -2366.04; 252.72; -3799; 0
150785407.40; 70080.62; 2587.05; 93.97; 2075; 0
-307434233.83; 41348.86; 5140.51; 241.37; -6613; -3
1046303264.80; 109902.57; -19.85; 509.08; 9522; 0
-243595142.33; 19082.69; 5475.74; 161.35; -9919; -5
-19810148.49; 20674.08; -1735.12; 596.82; -1046; 0
473656065.98; 44594.46; 4448.41; 91.24; 9658; 4
445325372.17; 79565.61; 456.92; 656.21; 5565; 0
147377571.51; 101094.72; -2316.19; 510.64; 1492; 0
143288794.99; 67800.02; 432.74; 130.05; 2100; 0
877078321.63; 102317.91; 6473.74; 610.48; 8062; 5
-470378602.59; 55703.82; 6123.02; 271.63; -7608; -4
-33064888.40; 9501.14; -484.26; 461.38; -3667; 0
-321632952.89; 28450.68; 4479.89; 973.20; -9767; -4
606804932.42; 96335.19; 3566.84; 796.41; 6074; 2
-43571546.86; 76224.42; 351.24; 746.69; -569; 0
677707903.42; 110546.72; 4886.41; 744.18; 5871; 2
55258935.72; 48852.40; -633.43; 809.22; 1146; 0
-651351347.65; 97133.23; 243.26; 212.58; -6689; 0
-13629783.40; 30010.33; 5208.74; 288.31; -387; 0
297653267.32; 33561.43; 1194.91; 15.08; 8564; 1
-89706944.37; 26234.52; 5599.03; 715.83; -2818; -1
406122137.14; 64580.51; -2501.31; 761.95; 6542; -1
818195481.54; 88526.32; -1046.85; 730.10; 9353; 0
57775394.46; 5418.50; 432.18; 595.91; 9875; 0
-617726675.42; 90662.49; 6023.48; 440.22; -6389; -3
25359859.38; 32718.01; 5132.52; 462.57; 670; 0
411646358.89; 57119.31; -2955.31; 32.38; 7600; -2
47801691.10; 4912.25; 1693.85; 869.71; 7236; 1
-119398503.16; 53254.89; -1206.72; 597.79; -2294; 0
730566936.54; 103530.94; 6361.80; 970.22; 6648; 4
317905615.49; 46573.65; -2627.62; 158.92; 7234; -1
172387402.36; 52048.47; -140.18; 648.84; 3321; 0
-244516546.16; 66718.80; 3063.32; 69.92; -3504; -1
284371063.41; 35409.80; 4080.70; 194.62; 7201; 2
865437736.20; 113384.41; 2641.57; 325.23; 7459; 1
-51652547.86; 13174.52; -1305.83; 536.80; -4352; 0
201836542.65; 40040.27; -1030.50; 779.29; 5174; 0
87818243.02; 55058.55; 6224.25; 954.27; 1433; 0
-42218354.53; 12702.18; 5456.25; 339.68; -2325; -1
250351735.68; 71038.09; 5149.29; 234.19; 3286; 1
-43384401.73; 2327.87; 5785.92; 39.76; -5347; -3
587221114.52; 58569.12; 2952.21; 595.25; 9545; 2
-19822581.13; 16019.21; 2352.04; 941.35; -1079; 0
-12378241.57; 104591.60; -2292.08; 230.08; -121; 0
289363340.59; 40416.23; 2357.37; 247.73; 6765; 1
232985496.42; 23531.76; 6368.84; 714.18; 7792; 4
-704275695.67; 99718.38; 6299.33; 54.22; -6643; -4
-381319426.01; 67914.09; 6402.70; 97.25; -5131; -3
48083205.24; 113494.26; 6413.99; 619.54; 401; 0
805549364.28; 89273.27; 6969.19; 109.83; 8370; 5
-621785580.24; 117566.61; 1984.55; 700.74; -5201; -1
37460561.15; 6464.69; 6895.00; 184.57; 2804; 1
35418083.71; 8756.52; 2208.83; 579.98; 3230; 0
52721752.57; 56775.67; -1453.79; 401.03; 953; 0
-944563483.64; 116367.36; -2578.24; 104.92; -8301; 2
-50311015.84; 11245.24; -2272.35; 518.66; -5607; 1
69013484.75; 15390.00; 5248.01; 257.14; 3344; 1
89478308.43; 10968.99; 3998.95; 789.06; 5978; 2
522522616.81; 55806.97; 5579.61; 696.93; 8512; 4
34386056.85; 10848.62; -513.17; 437.59; 3327; 0
-256968965.04; 96687.49; -82.61; 961.62; -2660; 0
-273116283.82; 35936.90; 5028.50; 850.89; -6667; -3
-312151821.85; 111399.48; 1453.67; 218.18; -2766; 0
158253895.21; 88874.63; 3671.51; 439.92; 1710; 0
-33469580.48; 81382.27; 5102.43; 542.43; -387; 0
-320919325.63; 34050.04; 1445.96; 500.74; -9041; -1
-339246230.85; 55106.46; 1199.97; 792.99; -6025; 0
193919962.30; 104957.08; 3499.28; 634.35; 1788; 0
-90614011.01; 106974.17; -1363.43; 976.74; -858; 0
-421055628.39; 87439.39; 5632.15; 596.59; -4524; -2
-748701810.25; 121344.03; 6094.58; 788.25; -5875; -3
-332632003.60; 38463.78; -331.03; 421.98; -8723; 0
-53504241.35; 3329.02; 4767.86; 905.73; -6608; -3
-287080399.42; 35646.76; 6165.13; 201.65; -6866; -4
-796729086.41; 104259.34; 5407.43; 268.22; -7265; -3
-223395440.94; 56177.53; -771.91; 28.32; -4032; 0
218363725.86; 64094.48; 1342.66; 885.38; 3337; 0
-199064506.57; 33976.31; -2458.82; 330.61; -6316; 1
16293094.95; 115718.68; 2347.23; 64.60; 138; 0
856885316.48; 119659.91; 6260.05; 980.59; 6805; 4
-18675891.96; 25991.47; 6946.61; 317.00; -567; 0
16674023.71; 4077.01; 4080.54; 531.05; 2044; 0
-571945968.05; 58740.48; 5465.40; 45.08; -8908; -4
448798283.13; 73242.42; 2606.54; 701.80; 5917; 1
-191044295.79; 36661.50; 1793.47; 192.80; -4968; 0
-155869759.61; 67853.39; 5085.19; 882.03; -2137; -1
-9613170.78; 29261.70; -1234.96; 570.07; -343; 0
-203745081.95; 27660.37; -2837.63; 764.35; -8208; 2
-404491568.49; 122168.59; -736.12; 194.50; -3331; 0
-42594134.93; 11892.90; -330.98; 920.24; -3684; 0
277236367.81; 105399.94; 1229.43; 400.60; 2600; 0
-160434801.71; 38337.66; -1850.33; 668.68; -4397; 0
167797289.19; 102209.27; 1561.48; 443.62; 1617; 0
591932191.07; 75478.19; 3614.83; 631.03; 7484; 2
142464396.48; 105712.92; 1322.69; 213.02; 1331; 0
9830988.85; 29487.27; -2553.05; 388.45; 365; 0
607483432.63; 120435.84; -2386.20; 205.41; 5146; -1
-198825909.07; 57585.11; 6885.03; 802.44; -3084; -2
445281659.64; 111317.23; -2366.50; 549.75; 4087; 0
144113833.39; 60878.83; 3428.99; 237.66; 2241; 0
-314582234.27; 40080.14; -178.79; 91.60; -7884; 0
-130198462.90; 75249.27; 5820.76; 598.89; -1606; 0
-351388165.81; 48924.03; 3018.05; 612.10; -6765; -2
870699782.01; 121368.23; 2205.40; 36.53; 7046; 1
-183173995.38; 25164.83; 1752.73; 839.66; -6805; -1
-835741894.54; 117443.29; -947.35; 246.65; -7174; 0
198944436.34; 35719.98; 2797.82; 153.23; 5165; 1
99501819.00; 25938.21; 5882.00; 222.51; 3127; 1
194973689.68; 27429.15; -2339.24; 685.16; 7771; -1
-8720224.95; 16714.16; 4298.43; 75.00; -415; 0
28067913.56; 21810.50; 2832.09; 584.70; 1139; 0
233533687.77; 113992.13; 5279.42; 850.74; 1958; 1
-13958144.68; 64779.62; 1372.72; 149.76; -211; 0
291360321.15; 45670.36; 5098.12; 221.51; 5739; 2
-82536012.92; 55460.25; 3918.18; 331.88; -1390; 0
31500091.45; 20570.70; -1537.41; 594.72; 1655; 0
-551582796.35; 106624.68; 1507.61; 544.34; -5101; 0
-478390936.86; 122022.02; 6820.14; 866.75; -3713; -2
739508727.89; 81935.72; 5055.07; 939.18; 8501; 4
-200679476.40; 71026.96; -1491.45; 429.81; -2886; 0
-6368805.47; 8044.56; -1908.91; 381.19; -1038; 0
12040382.54; 38606.76; 3938.76; 645.89; 283; 0
476712486.30; 57518.12; 4192.23; 915.44; 7725; 3
-79661977.31; 12036.25; -2071.03; 945.82; -7994; 1
97419876.37; 60226.47; -860.31; 832.12; 1641; 0
-432326048.44; 88358.36; 4755.15; 53.13; -4643; -2
-1064922391.03; 113177.15; 5530.07; 174.43; -8971; -4
-1048941599.57; 112401.53; -59.06; 958.32; -9337; 0
-40697089.32; 117458.85; 1191.56; 420.28; -343; 0
-174773943.84; 63423.49; -1665.91; 119.01; -2830; 0
239723532.94; 52784.94; 5769.90; 655.98; 4094; 2
-209342630.88; 22346.34; -365.80; 522.11; -9524; 0
-527125112.05; 117194.44; -2577.11; 405.96; -4599; 1
581751046.54; 66761.62; -2479.73; 195.04; 9050; -2
55880417.54; 10193.23; -1197.67; 376.58; 6212; 0
-56388114.48; 16296.98; -2610.54; 626.63; -4120; 1
-398321571.09; 75968.86; -155.85; 512.68; -5254; 0
-11602653.20; 16988.00; 6078.91; 101.45; -503; 0
-562437661.64; 63643.01; -1843.46; 477.97; -9101; 1
38209819.37; 25651.40; -1344.90; 247.08; 1572; 0
185626658.97; 89600.90; 3073.42; 626.68; 2003; 0
-166585424.87; 29014.05; 1944.02; 183.60; -5381; -1
-49781521.75; 13207.14; 3509.29; 40.95; -2978; -1
1028373342.53; 115460.41; -494.13; 792.11; 8945; 0
-811866361.01; 107213.75; 6524.88; 743.70; -7138; -4
986232489.35; 121848.65; 603.86; 501.45; 8054; 0
-261935774.09; 110284.47; 6860.33; 558.40; -2236; -1
-68040644.19; 65552.70; 60.27; 362.19; -1037; 0
-68648924.74; 71885.40; 300.64; 372.87; -951; 0
-125775599.72; 13393.17; 6968.76; 431.15; -6177; -4
39492604.92; 4803.40; 3174.90; 109.03; 4950; 1
-135544136.06; 38631.85; 1493.71; 11.57; -3378; 0
460221767.26; 72701.26; 3431.37; 374.74; 6045; 2
500291081.99; 67041.38; -1814.38; 145.91; 7670; -1
155831825.77; 25255.46; -880.08; 950.54; 6393; 0
117497321.80; 30129.23; 2248.09; 794.70; 3629; 0
978088578.78; 116966.18; -1106.36; 142.68; 8442; 0
19564476.20; 14451.06; -191.24; 5.51; 1372; 0
-339361293.07; 51909.40; 1090.95; 720.39; -6403; 0
-530542378.13; 88233.58; 3207.71; 153.24; -5802; -1
88359093.83; 4714.02; 5706.91; 294.35; 8479; 4
81974720.53; 11081.25; 3300.28; 191.34; 5700; 1
164035849.41; 26855.63; 6627.91; 953.07; 4899; 3
299326752.13; 69495.33; -936.75; 521.63; 4366; 0
-159542332.45; 19732.55; 2798.50; 961.99; -7081; -1
118682424.33; 20855.38; 236.22; 883.41; 5627; 0
427870242.74; 70929.23; 1961.78; 676.28; 5870; 1
1070413404.35; 113917.90; 1291.81; 769.27; 9291; 1
71799389.91; 18190.52; 3712.90; 468.42; 3278; 1
168350107.52; 102668.71; 1831.66; 381.37; 1611; 0
-59150055.36; 27174.23; 5741.77; 791.48; -1797; -1
-292952183.80; 31425.05; 3558.50; 96.43; -8374; -2
30467066.55; 23413.38; 2987.89; 0.99; 1154; 0
159599173.56; 52650.22; 4842.28; 742.83; 2776; 1
236205814.41; 33526.16; -2298.52; 959.85; 7564; -1
242396141.83; 40393.80; -308.44; 627.05; 6047; 0
476204265.50; 121429.88; 1525.00; 714.79; 3873; 0
646978710.68; 92451.34; 5784.12; 775.04; 6586; 3
650239989.41; 72769.46; 2875.03; 638.40; 8596; 2
-187264438.88; 114093.28; 1573.45; 566.37; -1619; 0
-413392482.90; 44136.78; 2109.16; 976.36; -8939; -1
199099989.48; 37014.96; 3142.36; 551.68; 4958; 1
1165133986.62; 122588.41; -737.96; 228.45; 9562; 0
-84461608.94; 58546.79; -2722.86; 28.18; -1513; 0
586293685.62; 70727.97; 191.80; 494.63; 8267; 0
-41164843.74; 4347.63; 1153.48; 550.26; -7483; 0
-219713622.03; 103163.34; -1772.65; 32.51; -2167; 0
-569485223.11; 117291.07; 6348.80; 119.54; -4606; -2
604427913.51; 102223.51; 3965.51; 936.90; 5692; 2
-621082380.75; 108578.86; 6393.82; 88.54; -5402; -3
6064299.73; 60.34; 2185.69; 812.23; 2700; 0
188478946.28; 93484.45; 3971.06; 102.33; 1934; 0
-590844604.03; 55926.70; 5909.47; 982.35; -9555; -5
153946657.42; 78715.16; 6385.26; 385.30; 1809; 1
-58887910.32; 39604.46; -2427.75; 589.06; -1584; 0
433358393.55; 66743.97; 3675.01; 220.33; 6154; 2
-1203946359.19; 119466.90; 4549.00; 831.62; -9708; -4
565366963.19; 65918.81; -896.73; 349.47; 8695; 0
338148724.66; 111347.25; 5215.56; 156.97; 2901; 1
350567452.77; 114708.27; -998.43; 191.93; 3083; 0
-473725446.53; 106600.59; 722.80; 437.62; -4414; 0
-9339575.23; 76503.15; -1184.00; 30.61; -124; 0
164430996.19; 98765.60; 4196.83; 389.99; 1597; 0
123519050.15; 75920.85; -1601.33; 310.42; 1662; 0
-492504716.42; 89088.03; -1187.85; 209.46; -5603; 0
259993406.97; 88187.03; 306.30; 105.09; 2938; 0
370121152.00; 59002.99; 282.79; 995.79; 6243; 0
-80861788.26; 56713.06; 6957.64; 38.75; -1270; 0
-74849706.93; 83987.54; -2981.36; 382.33; -924; 0
-103437777.85; 3697.23; 6916.13; 465.10; -9746; -6
-652240737.67; 117988.47; -1496.10; 774.05; -5599; 0
325332683.08; 57970.73; 2276.06; 882.05; 5400; 1
558372349.76; 100936.05; -2266.26; 190.55; 5659; -1
295833394.85; 89229.64; 4063.77; 454.76; 3171; 1
342253673.48; 44180.10; 553.09; 580.93; 7651; 0
-821079409.12; 83915.28; 2160.77; 197.78; -9539; -2
288001756.34; 37453.65; 5384.63; 641.30; 6723; 3
-129451511.14; 14545.82; 2073.96; 530.78; -7789; -1
37025821.13; 74129.49; -225.65; 797.41; 501; 0
-643120795.58; 98343.42; -2783.13; 756.59; -6730; 1
-319410307.46; 110206.80; 4896.01; 734.20; -2775; -1
-161220071.73; 21034.51; 1388.31; 492.97; -7190; -1
185211610.62; 29293.46; -2830.88; 275.62; 6999; -1
320924196.04; 54813.20; -2219.92; 714.94; 6102; -1
233936966.53; 54005.02; -189.29; 369.90; 4347; 0
334472722.24; 36131.25; 2819.81; 534.32; 8587; 2
-146513667.38; 71528.68; -2090.92; 253.49; -2110; 0
452145216.11; 54929.52; 1836.98; 466.15; 7965; 1
112501944.87; 37229.91; -319.82; 925.42; 3048; 0
-609833282.04; 104224.12; -2568.30; 549.26; -5999; 1
-402608829.97; 60966.91; 1221.67; 433.01; -6474; 0
-32487941.54; 103582.17; 3993.80; 956.22; -302; 0
-922671059.78; 103258.87; -1249.91; 622.81; -9045; 1
161910618.22; 77023.34; -2547.43; 602.09; 2174; 0
-30591844.65; 28590.01; 2754.09; 220.16; -976; 0
-419710486.31; 45883.95; -302.88; 82.90; -9208; 0
141234504.71; 71649.11; 1643.32; 178.59; 1927; 0
100818696.03; 13604.85; 3305.37; 87.77; 5962; 1
-249805805.02; 36776.30; -1631.98; 384.67; -7108; 1
-1095746370.55; 112388.70; 6237.09; 821.97; -9237; -5
-928211956.09; 106213.81; 5605.48; 551.55; -8301; -4
454551386.43; 104813.91; 2265.33; 791.05; 4245; 0
16871380.26; 56073.92; 923.99; 887.15; 296; 0
-372288100.18; 84348.75; -782.39; 925.41; -4455; 0
237837010.87; 94158.60; -925.75; 744.93; 2551; 0
35429347.39; 15490.53; -2115.91; 925.39; 2649; 0
-1113606493.52; 108337.40; 3515.41; 922.50; -9956; -3
-774855914.02; 106488.98; -1566.04; 309.55; -7385; 1
-385097787.64; 116536.19; -2229.93; 488.13; -3369; 0
-53456622.07; 25327.78; -2743.65; 685.98; -2367; 0
309338273.25; 63504.76; 1523.26; 845.87; 4757; 0
72799570.61; 111512.49; -2203.82; 788.38; 666; 0
-149172338.92; 54874.10; 4297.79; 699.36; -2521; -1
236815233.58; 40478.81; -2660.98; 128.47; 6262; -1
651746293.32; 88800.51; -535.85; 970.79; 7384; 0
123337185.55; 92866.90; 5960.97; 23.24; 1248; 0
-656885371.91; 95390.70; 2113.44; 222.56; -6737; -1
19820900.63; 37085.07; 6003.84; 133.80; 460; 0
825547777.94; 97654.57; 2242.30; 350.05; 8264; 1
-435801612.87; 61991.62; -2923.90; 540.25; -7378; 2
-60795860.85; 7559.09; -1344.01; 25.05; -9782; 1
522591479.17; 59885.81; -1456.53; 635.13; 8944; -1
135709841.92; 38789.63; 3382.47; 731.08; 3218; 1
-107486124.84; 13431.41; 1081.98; 336.48; -7406; 0
-41523762.01; 5934.95; 3149.22; 298.74; -4571; -1
-737335836.43; 79073.18; 6583.87; 278.21; -8608; -5
-249089680.18; 27615.33; 4992.30; 496.17; -7639; -3
-616909242.40; 102331.46; -2701.41; 135.12; -6192; 1
183927603.62; 66758.00; 368.86; 914.86; 2740; 0
-492262452.00; 56468.69; 2811.48; 15.65; -8304; -2
-188823621.66; 54498.06; 745.83; 824.09; -3418; 0
416290936.16; 100752.09; -2104.95; 383.43; 4220; 0
-434636083.87; 68666.35; -1871.19; 628.60; -6507; 1
186354248.26; 31352.09; 717.13; 15.54; 5811; 0
71430003.40; 36862.51; 6402.18; 36.68; 1651; 1
356271595.78; 84327.65; 3989.55; 589.99; 4034; 1
317754672.81; 37203.52; -1392.11; 895.50; 8873; -1
253305208.74; 76943.84; 2016.63; 981.95; 3208; 0
-408683390.17; 67768.19; -1883.39; 278.86; -6203; 1
-117614060.01; 46919.58; -614.84; 609.37; -2540; 0
-434341899.45; 64596.01; 405.77; 401.33; -6682; 0
-656004279.42; 85502.50; -1998.91; 277.76; -7856; 1
-834202901.45; 106777.10; 1589.08; 683.27; -7698; -1
815706178.55; 95795.26; -2197.30; 611.03; 8715; -1
-823480883.03; 84301.48; -1697.32; 160.29; -9969; 1
199164894.58; 52842.11; 5804.80; 591.47; 3396; 1
69301915.59; 7455.34; 2627.87; 690.49; 6873; 1
-42349722.20; 81008.82; 6310.20; 553.34; -485; 0
-703654120.20; 83349.81; 358.75; 707.21; -8406; 0
-289671692.42; 32734.48; -630.78; 642.11; -9023; 0
-44974273.74; 39157.03; 6595.03; 185.47; -983; 0
-86934814.70; 11484.11; 2093.09; 881.07; -6403; -1
-911786.57; 115098.43; -1125.11; 737.83; -8; 0
-159376261.58; 38212.41; 5321.12; 816.81; -3661; -1
-335324535.76; 106291.11; 2509.84; 637.18; -3082; 0
-119176623.69; 53125.99; 4060.49; 474.84; -2084; 0
533514178.87; 84783.52; -2993.82; 913.05; 6523; -1
-248292638.08; 109161.93; 4838.36; 599.45; -2178; -1
-80426206.18; 5027.32; 6958.70; 680.63; -6710; -4
447963714.77; 62063.22; -1609.28; 99.16; 7410; -1
52367884.31; 86692.09; 4066.80; 886.32; 577; 0
-537707036.74; 64129.57; 4701.34; 623.89; -7812; -3
118393707.87; 58725.38; 1617.99; 162.78; 1962; 0
837284618.89; 111665.72; 6344.80; 175.47; 7095; 4
96678262.16; 37717.34; -2714.34; 844.40; 2762; 0
-138178129.36; 67290.48; 2426.03; 893.38; -1982; 0
-6249998.68; 655.73; -2669.91; 956.64; 3103; 0
