a;b;c;d;e;t
87.67; 247.79; 45.65; 575722.69; 3; -38770599659.46
265.72; 485.04; 57.09; 3529358.28; 2; -3014784310923.97
219.80; -130.29; 22.48; 4831893.22; 4; -1428418492615.03
265.45; 251.06; 54.25; 7045512.07; 4; -2901247067316.06
176.04; 53.59; 21.13; 1549373.59; 2; -586937485826.83
195.29; 577.58; 73.13; 2858565.16; 3; -810016406112.47
88.03; -444.16; 4.65; 970929.34; 5; -37569006711.32
206.83; 276.10; 48.01; 3207587.04; 3; -1202616289099.05
123.65; -202.57; 24.79; 1912090.55; 5; -136716790680.20
275.52; 468.97; 64.08; 5691853.81; 3; -3525391836104.13
72.68; 168.48; 30.71; 263751.36; 2; -17967149893.89
141.93; 67.18; 30.60; 1510533.68; 3; -275760460149.89
231.06; 560.75; 63.40; 2668306.78; 2; 4694384155271.88
252.73; 450.70; 54.22; 3192606.63; 2; -2918415944252.37
73.58; -275.63; 18.70; 678056.98; 5; -17033956180.09
132.25; -354.65; 3.78; 1750409.16; 4; -217288752678.01
225.97; -169.17; 19.24; 5106873.05; 4; -1459559012182.11
60.11; -98.20; 16.82; 271257.66; 3; -6817616038.01
181.29; -211.43; 7.38; 2465524.09; 3; -724582200606.55
221.66; 735.77; 77.98; 2455178.90; 2; -1365499871599.23
278.02; 277.90; 56.49; 7728274.51; 4; -3268814160710.10
118.65; 637.02; 69.75; 702588.19; 2; -147470085435.87
236.79; 170.87; 39.24; 4204838.01; 3; -1802294518850.37
103.70; 384.49; 57.04; 805361.20; 3; -70050653731.43
232.34; 40.82; 11.74; 1349549.70; 1; -1749629751850.48
123.09; 158.37; 21.53; 378604.07; 1; -129243935457.77
119.21; 109.35; 25.78; 710350.07; 2; -101797227744.36
251.02; 10.44; 34.20; 6300972.04; 4; -2265453263378.45
114.77; -39.28; 38.39; 1646673.66; 5; -98587617769.52
60.66; -6.61; 32.78; 367950.46; 4; -8767910135.54
69.52; 91.25; 15.94; 120748.09; 1; -14268553386.66
241.27; 176.06; 31.34; 2910229.47; 2; -2172352994362.85
128.67; -65.72; 11.19; 827949.02; 2; -187497258990.52
122.94; -496.39; 0.30; 1891820.80; 5; -153058553021.07
94.15; 295.30; 66.28; 1106654.62; 5; -47846601956.29
272.96; -122.75; 6.44; 3725507.16; 2; -3180338258868.70
99.79; -192.46; 8.96; 747497.01; 3; -63936659482.06
245.36; 307.69; 67.31; 7523480.36; 5; -2514824761568.45
256.89; -235.64; 13.70; 6599995.37; 4; -3066561150529.47
201.46; -173.36; 2.22; 2029659.64; 2; -967869200945.13
243.06; -56.98; 20.25; 4430853.57; 3; -2197198575783.32
103.05; 420.44; 68.37; 1060186.11; 4; -72904810280.57
94.61; 426.91; 43.91; 223345.80; 1; -51790094673.91
259.61; 374.74; 47.89; 3369095.91; 2; -3061791094079.72
194.67; 42.68; 28.56; 2841982.28; 3; -801697081221.66
166.14; -218.41; 6.80; 2070843.73; 3; -451170181269.17
210.13; 447.73; 78.98; 5516951.13; 5; -1248229102541.12
173.60; 296.88; 58.07; 3012558.97; 4; -585339093909.16
138.58; -76.69; 1.94; 480212.69; 1; -196570176328.53
129.73; 629.92; 69.16; 840191.37; 2; -167168435819.09
163.54; 186.95; 32.25; 1336943.52; 2; -371638449302.63
180.99; 606.64; 67.22; 1636708.74; 2; -712657360937.48
254.75; -213.75; 15.52; 6490714.25; 4; -2247337383339.97
217.00; 48.10; 29.01; 3531449.56; 3; 5007687203026.13
147.20; 262.57; 46.88; 1624237.09; 3; -279706544243.19
165.04; -71.19; 19.07; 2043183.13; 3; -413682541585.29
139.93; 598.63; 66.55; 977835.58; 2; -198537349141.60
116.95; 453.03; 71.09; 1365979.45; 4; -117004852464.33
243.05; 271.64; 55.97; 5906099.41; 4; 7921694298696.74
258.28; 408.88; 75.74; 8336758.99; 5; -2850135859365.16
160.03; 126.62; 35.55; 1920320.28; 3; -410712788509.25
130.14; -98.44; 25.13; 1694149.34; 4; -181029034317.90
215.27; 418.57; 51.55; 2316174.10; 2; -1488989844926.62
244.92; 468.89; 55.74; 2998418.75; 2; -2526317487197.30
172.03; 71.89; 14.32; 739800.22; 1; -511457190169.27
150.78; 427.37; 68.95; 2271715.14; 4; -281956301795.39
270.52; 134.51; 27.88; 3658672.15; 2; -3435135906119.29
142.23; 166.61; 30.55; 1011091.77; 2; 5711187976736.92
66.82; 190.62; 49.22; 445757.50; 4; -13419699555.51
254.04; 479.50; 73.29; 6451529.08; 4; 2386249944064.06
192.84; -318.10; 6.82; 3719807.38; 4; -965930416405.95
187.45; 640.59; 70.05; 1755636.62; 2; -662815206403.74
214.05; 796.72; 74.73; 1144600.98; 1; -1523707144181.15
248.09; -95.96; 0.34; 1538850.86; 1; -2477376257157.84
208.55; -239.77; 5.02; 3262737.73; 3; -1139878944424.86
219.99; 555.14; 54.59; 1209283.40; 1; -1650208589187.96
175.70; 707.03; 67.25; 771041.53; 1; -569298924996.87
104.90; 7.17; 33.93; 1100472.07; 4; -75538183282.20
239.33; 822.31; 76.86; 1431115.44; 1; -2111038443588.50
148.60; -28.56; 39.29; 2760249.85; 5; -292797894717.55
109.20; 93.11; 16.09; 298022.38; 1; -87270274688.22
210.46; 110.39; 42.53; 4428705.08; 4; -1259195254554.48
180.28; 507.22; 67.27; 2436007.68; 3; -708609608114.59
230.97; 294.44; 66.20; 6666890.40; 5; -1752697692545.07
192.52; -232.29; 13.98; 3707136.08; 4; -845669853094.06
189.77; -240.65; 21.61; 4502753.12; 5; -911140515017.75
172.42; 475.35; 47.95; 742702.23; 1; -577284929315.32
238.15; -116.32; 31.97; 7089930.17; 5; -2050799001405.83
246.35; 107.09; 25.59; 3034288.78; 2; -2369325283042.31
275.86; 26.82; 27.23; 5707345.90; 3; -3521886828758.67
195.13; 55.79; 12.98; 951823.10; 1; -718495846084.02
191.89; -385.52; 9.54; 4604523.88; 5; -611703509237.99
83.69; 425.75; 60.48; 524031.85; 3; -31826786505.94
96.42; 114.18; 17.85; 232320.60; 1; -50238678941.18
119.17; -86.45; 1.13; 355126.15; 1; -120747911988.68
246.26; 735.48; 77.96; 3030735.21; 2; -2214795573081.64
67.24; 429.87; 77.49; 563053.62; 5; -13558907752.45
268.75; 453.40; 54.45; 3610317.56; 2; -4071817282225.55
278.51; -7.03; 16.08; 3878467.54; 2; -3960943990786.43
114.39; 231.50; 52.62; 1307582.93; 4; -100831721230.92
111.14; -54.55; 12.12; 617742.67; 2; -76357220224.06
138.63; 372.88; 72.74; 2400591.26; 5; -211966834918.84
172.45; 406.53; 42.21; 743031.54; 1; 4040038828608.01
185.66; 661.61; 63.47; 861079.86; 1; -705860195969.31
146.46; 205.71; 58.81; 2680224.07; 5; -296326733355.80
235.63; 461.87; 46.82; 1387630.44; 1; -2027528509150.10
196.04; -2.69; 33.11; 3843081.33; 4; -770545027417.56
120.76; 579.45; 56.62; 363991.87; 1; -148008666384.69
231.63; 655.33; 71.28; 2681423.17; 2; -1860538978255.85
131.35; 767.03; 72.25; 430537.16; 1; 892865604457.65
195.59; 73.76; 22.81; 1912539.55; 2; -1050452449845.32
91.69; -310.67; 15.78; 1052363.16; 5; -39946432822.35
263.27; -95.83; 25.35; 6931755.59; 4; -2766813365207.68
241.27; 178.61; 39.88; 4365326.17; 3; -2254361030033.29
144.21; 115.69; 34.64; 1559285.01; 3; -296294800701.69
269.79; -309.41; 15.88; 9099797.86; 5; -3348001087317.90
207.80; 292.60; 41.05; 2158444.40; 2; -1297930383507.46
160.53; 30.46; 19.20; 1288478.34; 2; -483634213884.00
176.53; 286.21; 48.85; 2336378.29; 3; -553978134349.56
111.11; 129.05; 27.42; 616986.01; 2; -101607157906.42
94.22; 197.30; 58.11; 1108706.44; 5; -47527036804.12
118.54; -139.59; 5.03; 702812.65; 2; -135399513604.26
101.73; 55.64; 37.97; 1034692.96; 4; -69746742535.75
162.65; 282.16; 31.85; 661128.50; 1; -478199365730.93
264.24; 712.33; 76.03; 3489800.59; 2; -2869384438897.58
250.31; 514.27; 51.19; 1565868.16; 1; -2307087883008.76
184.92; -29.25; 22.56; 2564724.46; 3; -700152573292.95
225.56; -40.00; 13.33; 2543872.22; 2; 6655035270173.87
80.61; 160.29; 46.69; 649159.93; 4; -21735339781.31
